,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
40473,Sales & Marketing,region_14,Master's & above,m,other,1,39,1.0,4,0,0,51,0
40474,Operations,region_22,Master's & above,m,other,1,47,3.0,18,0,0,62,0
40475,Operations,region_3,Bachelor's,m,other,1,33,3.0,7,1,0,86,1
40476,Operations,region_22,Bachelor's,m,other,1,32,2.0,7,0,0,53,0
40477,Operations,region_3,Master's & above,m,sourcing,1,35,3.0,5,1,0,62,0
40478,Procurement,region_7,Bachelor's,f,other,2,30,3.0,6,0,0,72,0
40479,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,3.0,5,1,0,47,0
40480,Operations,region_15,Bachelor's,m,sourcing,2,38,3.0,4,1,1,58,1
40481,Sales & Marketing,region_31,Bachelor's,f,other,1,27,3.0,5,0,0,51,0
40482,HR,region_31,Bachelor's,f,sourcing,1,30,5.0,4,1,0,48,0
40483,Procurement,region_15,Master's & above,f,sourcing,1,39,5.0,12,1,0,69,0
40484,R&D,region_7,Master's & above,m,sourcing,1,40,5.0,2,0,0,86,0
40485,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,41,2.0,8,0,0,50,0
40486,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,3.0,2,0,0,50,0
40487,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,40,1.0,4,0,0,55,0
40488,Technology,region_14,Bachelor's,m,other,1,24,3.0,2,0,0,79,0
40489,Operations,region_2,Master's & above,m,other,1,37,2.0,4,0,0,66,0
40490,Technology,region_7,Master's & above,m,sourcing,1,33,2.0,2,1,0,78,1
40491,Technology,region_15,Master's & above,f,sourcing,1,41,2.0,6,1,0,84,0
40492,Procurement,region_19,Bachelor's,m,other,1,39,3.0,7,0,0,70,0
40493,Procurement,region_22,Bachelor's,f,other,1,32,1.0,4,0,0,65,0
40494,Operations,region_22,Below Secondary,f,other,1,27,3.0,3,1,0,57,0
40495,Operations,region_2,Bachelor's,m,other,1,28,3.0,3,0,0,62,0
40496,Procurement,region_2,Bachelor's,f,referred,1,29,3.0,5,0,1,75,0
40497,Operations,region_7,Master's & above,f,other,1,45,3.0,3,0,0,63,0
40498,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,23,1.0,1,0,0,45,0
40499,Procurement,region_2,Master's & above,f,other,1,40,1.0,7,0,0,70,0
40500,Operations,region_2,Bachelor's,m,sourcing,2,44,5.0,16,0,0,73,1
40501,Operations,region_13,Bachelor's,m,sourcing,1,40,4.0,8,1,0,66,0
40502,Procurement,region_13,Bachelor's,m,other,1,30,4.0,2,0,0,70,0
40503,Sales & Marketing,region_16,Master's & above,m,other,1,45,2.0,2,1,0,49,0
40504,Operations,region_31,Bachelor's,m,sourcing,1,40,4.0,11,1,0,58,0
40505,Legal,region_22,Bachelor's,m,other,1,29,3.0,3,0,0,71,1
40506,HR,region_26,Bachelor's,m,other,1,28,3.0,4,0,0,48,0
40507,Technology,region_31,Master's & above,f,sourcing,1,32,2.0,6,1,0,82,0
40508,Analytics,region_26,Bachelor's,m,other,1,40,5.0,12,0,0,84,0
40509,Technology,region_2,Bachelor's,f,other,1,48,3.0,6,0,0,82,0
40510,Technology,region_23,Bachelor's,m,other,1,35,2.0,7,0,0,79,0
40511,Procurement,region_8,Master's & above,f,other,1,38,5.0,8,1,0,72,1
40512,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,34,4.0,4,0,1,58,1
40513,Sales & Marketing,region_7,Bachelor's,m,other,1,28,1.0,6,0,0,54,0
40514,Operations,region_15,Bachelor's,m,sourcing,1,35,3.0,9,1,0,63,0
40515,Operations,region_2,Bachelor's,f,other,1,58,5.0,10,1,0,60,0
40516,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,5.0,5,1,0,51,0
40517,Sales & Marketing,region_10,Bachelor's,m,other,1,32,5.0,4,1,0,51,0
40518,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,30,4.0,5,0,0,46,0
40519,Technology,region_2,Bachelor's,f,other,1,26,1.0,2,0,0,82,0
40520,Procurement,region_10,Master's & above,m,sourcing,1,34,4.0,6,0,0,70,0
40521,Sales & Marketing,region_31,Bachelor's,m,sourcing,3,29,1.0,2,1,0,50,0
40522,Technology,region_2,Master's & above,m,sourcing,1,33,5.0,7,1,0,78,0
40523,Technology,region_5,Bachelor's,f,other,1,38,2.0,2,0,0,81,0
40524,Operations,region_15,Bachelor's,m,other,1,48,5.0,6,1,1,58,0
40525,Procurement,region_2,Bachelor's,f,other,2,24,3.0,3,0,0,71,0
40526,Finance,region_10,Master's & above,m,sourcing,1,35,3.0,8,0,0,60,0
40527,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,3.0,2,0,0,52,0
40528,R&D,region_4,Master's & above,m,sourcing,1,35,5.0,6,1,0,86,0
40529,Procurement,region_28,Bachelor's,f,sourcing,1,29,3.0,4,1,1,70,0
40530,HR,region_2,Bachelor's,m,sourcing,1,50,3.0,23,0,0,48,0
40531,Sales & Marketing,region_31,Master's & above,m,sourcing,3,46,1.0,6,0,0,48,0
40532,Operations,region_30,Bachelor's,m,sourcing,1,33,3.0,10,0,0,62,0
40533,Procurement,region_7,Master's & above,f,other,1,38,3.0,5,1,0,69,0
40534,Procurement,region_17,Bachelor's,f,sourcing,1,36,3.0,8,1,0,76,1
40535,Analytics,region_2,Bachelor's,m,sourcing,2,31,3.0,6,0,0,88,0
40536,Sales & Marketing,region_13,Master's & above,m,sourcing,1,32,3.0,6,1,0,49,0
40537,Technology,region_26,Bachelor's,f,other,1,27,1.0,1,0,0,82,0
40538,HR,region_2,Bachelor's,f,other,1,26,2.0,3,0,0,49,0
40539,Technology,region_7,Bachelor's,m,referred,1,30,5.0,2,0,1,88,1
40540,Operations,region_7,Bachelor's,f,sourcing,1,34,3.0,9,0,0,63,0
40541,Analytics,region_14,Bachelor's,m,sourcing,1,33,3.0,7,0,0,87,0
40542,Technology,region_2,Bachelor's,f,sourcing,1,26,3.0,2,1,0,83,1
40543,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,43,3.0,13,0,0,51,0
40544,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,5.0,3,1,0,53,0
40545,Operations,region_2,Bachelor's,f,other,1,25,1.0,1,0,0,58,0
40546,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,36,3.0,3,1,0,51,1
40547,Procurement,region_5,Bachelor's,f,sourcing,2,25,1.0,1,0,0,73,0
40548,Sales & Marketing,region_2,Bachelor's,m,other,3,39,1.0,9,0,0,47,0
40549,Sales & Marketing,region_23,Master's & above,m,other,1,40,5.0,7,0,0,45,0
40550,Legal,region_2,Bachelor's,m,other,1,56,1.0,7,0,0,59,0
40551,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,41,5.0,13,0,0,54,0
40552,Analytics,region_31,Bachelor's,m,other,1,28,1.0,1,0,0,84,0
40553,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,1.0,6,1,0,51,0
40554,Procurement,region_15,Bachelor's,m,other,1,31,1.0,7,0,0,70,0
40555,Procurement,region_2,Master's & above,f,referred,1,37,5.0,8,1,0,70,0
40556,Procurement,region_22,Bachelor's,m,sourcing,4,27,1.0,1,1,0,68,0
40557,Procurement,region_10,Bachelor's,f,sourcing,2,31,3.0,3,0,0,70,0
40558,Sales & Marketing,region_13,Master's & above,m,other,1,32,1.0,7,0,0,45,0
40559,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,3.0,7,0,0,52,0
40560,Sales & Marketing,region_17,Bachelor's,m,other,1,32,3.0,3,0,0,50,0
40561,Technology,region_31,Bachelor's,m,sourcing,3,30,4.0,5,1,0,80,0
40562,Procurement,region_20,Bachelor's,m,other,1,32,3.0,5,0,0,76,0
40563,Sales & Marketing,region_2,Master's & above,m,sourcing,2,46,2.0,12,0,0,48,0
40564,Operations,region_7,Bachelor's,m,sourcing,1,33,2.0,8,0,0,57,0
40565,Operations,region_15,Bachelor's,m,other,1,28,2.0,5,0,0,58,0
40566,Analytics,region_22,Master's & above,m,sourcing,2,34,5.0,4,1,0,85,0
40567,Procurement,region_31,Bachelor's,f,other,1,37,4.0,4,1,0,73,1
40568,Sales & Marketing,region_7,Bachelor's,m,other,1,31,4.0,7,0,0,60,1
40569,Finance,region_26,Bachelor's,m,other,1,31,4.0,2,0,0,56,0
40570,HR,region_2,Master's & above,f,sourcing,1,38,4.0,4,1,0,45,0
40571,Technology,region_13,Master's & above,f,other,1,34,1.0,6,0,0,79,0
40572,HR,region_7,Bachelor's,m,other,1,33,1.0,7,0,0,46,0
40573,Procurement,region_2,Master's & above,m,other,3,33,4.0,3,1,0,71,0
40574,Operations,region_13,Bachelor's,f,referred,1,30,2.0,8,1,0,58,0
40575,Operations,region_12,Bachelor's,f,sourcing,1,26,3.0,2,0,0,58,0
40576,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,4.0,7,0,0,50,0
40577,Sales & Marketing,region_16,Bachelor's,m,other,1,34,1.0,2,0,0,49,0
40578,Technology,region_15,Master's & above,m,other,1,36,5.0,10,0,0,83,1
40579,Procurement,region_22,Bachelor's,m,sourcing,4,27,4.0,1,1,0,83,1
40580,Legal,region_20,Bachelor's,m,other,1,30,4.0,2,0,0,57,0
40581,Finance,region_28,Master's & above,m,sourcing,4,33,3.0,6,0,0,73,1
40582,Operations,region_15,Bachelor's,m,sourcing,1,32,4.0,5,1,0,61,0
40583,Procurement,region_17,Bachelor's,m,sourcing,1,36,3.0,4,1,0,70,0
40584,Operations,region_22,Bachelor's,f,other,2,35,5.0,4,1,0,60,0
40585,Procurement,region_2,Bachelor's,f,referred,1,31,2.0,2,1,0,70,0
40586,Procurement,region_2,Bachelor's,f,other,2,31,3.0,5,0,0,71,0
40587,Operations,region_2,Master's & above,m,other,1,32,5.0,4,0,0,62,0
40588,Technology,region_2,Bachelor's,f,referred,1,25,4.0,2,0,0,80,0
40589,Procurement,region_2,Master's & above,f,referred,1,36,5.0,5,1,0,69,0
40590,Operations,region_11,Bachelor's,m,sourcing,1,34,4.0,3,1,0,61,0
40591,Procurement,region_2,Master's & above,m,other,1,55,3.0,6,0,0,68,0
40592,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,5.0,2,0,0,48,0
40593,Sales & Marketing,region_34,Bachelor's,m,other,1,30,3.0,4,0,0,50,0
40594,Analytics,region_11,Bachelor's,m,sourcing,1,30,5.0,5,1,0,83,0
40595,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,45,1.0,15,0,0,46,0
40596,Technology,region_26,Master's & above,m,sourcing,1,47,5.0,16,0,0,79,0
40597,Technology,region_23,Bachelor's,f,other,2,33,1.0,4,1,0,77,0
40598,Operations,region_16,Bachelor's,m,sourcing,1,37,5.0,7,1,0,60,0
40599,Procurement,region_27,Bachelor's,m,sourcing,1,43,1.0,6,0,0,67,0
40600,Sales & Marketing,region_13,Bachelor's,m,other,2,29,5.0,6,0,0,45,0
40601,Procurement,region_2,Bachelor's,f,other,1,38,2.0,4,0,0,68,0
40602,Analytics,region_2,Bachelor's,m,other,3,42,3.0,4,0,0,80,0
40603,Analytics,region_7,Master's & above,m,other,1,37,5.0,9,1,0,84,1
40604,Analytics,region_26,Bachelor's,m,other,1,27,1.0,1,1,0,85,0
40605,Operations,region_30,Bachelor's,m,sourcing,1,29,3.0,2,1,0,59,0
40606,Operations,region_4,Master's & above,f,other,1,41,3.0,12,1,0,59,0
40607,Technology,region_27,Master's & above,m,other,1,43,3.0,6,0,0,81,0
40608,Procurement,region_7,Bachelor's,f,sourcing,1,27,3.0,2,0,0,69,0
40609,Analytics,region_2,Bachelor's,m,other,1,25,1.0,1,0,0,88,0
40610,Operations,region_22,Bachelor's,f,sourcing,1,33,2.0,6,0,1,63,0
40611,Sales & Marketing,region_2,Master's & above,m,other,1,36,1.0,3,1,0,50,0
40612,Procurement,region_23,Bachelor's,m,sourcing,1,33,5.0,9,1,0,68,1
40613,Procurement,region_22,Master's & above,m,other,2,32,1.0,3,0,0,70,0
40614,Sales & Marketing,region_10,Master's & above,m,other,1,29,3.0,5,0,0,46,0
40615,R&D,region_27,Bachelor's,m,sourcing,1,32,5.0,6,1,0,87,0
40616,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,5.0,6,1,0,45,0
40617,Technology,region_20,Bachelor's,m,other,1,32,1.0,3,1,0,81,0
40618,Analytics,region_32,Bachelor's,m,other,1,28,1.0,1,0,0,87,0
40619,Technology,region_2,Bachelor's,m,sourcing,1,29,2.0,3,0,0,76,0
40620,Operations,region_26,Bachelor's,f,other,1,26,1.0,4,0,0,55,0
40621,Operations,region_4,Bachelor's,m,other,1,31,3.0,6,1,0,63,0
40622,Technology,region_22,Bachelor's,m,other,3,28,2.0,3,1,0,80,1
40623,Procurement,region_2,Bachelor's,m,other,2,29,1.0,1,0,0,68,0
40624,Operations,region_16,Bachelor's,m,other,2,30,4.0,3,1,0,59,0
40625,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,35,3.0,9,0,0,48,0
40626,Technology,region_7,Master's & above,m,other,1,32,3.0,5,0,0,78,0
40627,Operations,region_24,Bachelor's,f,other,1,29,4.0,2,0,0,60,0
40628,HR,region_31,Bachelor's,f,other,1,27,1.0,1,0,0,54,0
40629,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,41,1.0,3,0,0,43,0
40630,Sales & Marketing,region_7,Master's & above,m,other,1,31,5.0,6,1,0,49,1
40631,Technology,region_6,Bachelor's,f,other,1,28,1.0,4,0,0,79,0
40632,Finance,region_2,Master's & above,f,other,1,55,3.0,10,0,0,61,0
40633,Procurement,region_2,Bachelor's,m,other,3,29,3.0,6,0,0,68,0
40634,Sales & Marketing,region_28,Bachelor's,m,other,1,23,1.0,1,0,0,53,0
40635,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,27,1.0,1,1,0,54,0
40636,Sales & Marketing,region_31,Master's & above,m,other,1,44,3.0,18,0,0,53,0
40637,Operations,region_13,Bachelor's,m,sourcing,1,31,1.0,5,0,0,58,0
40638,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,50,3.0,7,0,0,51,0
40639,Finance,region_11,Bachelor's,m,other,1,29,3.0,2,0,0,57,0
40640,Sales & Marketing,region_26,Bachelor's,m,sourcing,3,31,3.0,5,0,0,42,0
40641,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,34,5.0,8,0,0,51,0
40642,Sales & Marketing,region_4,Master's & above,m,other,1,33,4.0,2,1,0,47,0
40643,Procurement,region_7,Below Secondary,m,sourcing,1,23,1.0,2,0,0,69,0
40644,Operations,region_31,Bachelor's,m,sourcing,1,42,5.0,13,1,0,58,0
40645,Sales & Marketing,region_31,Master's & above,m,sourcing,1,37,2.0,6,0,0,50,0
40646,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,5.0,6,1,0,50,0
40647,HR,region_2,Master's & above,f,other,1,33,1.0,8,0,0,44,0
40648,Technology,region_24,Bachelor's,m,sourcing,1,34,1.0,2,0,0,78,0
40649,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,27,1.0,3,0,0,48,0
40650,Operations,region_2,Bachelor's,f,other,1,32,1.0,3,0,0,60,0
40651,HR,region_2,Master's & above,f,sourcing,1,47,2.0,7,0,0,49,0
40652,Sales & Marketing,region_20,Master's & above,m,sourcing,1,42,5.0,13,0,0,46,0
40653,Technology,region_24,Bachelor's,m,other,1,31,5.0,2,0,0,95,1
40654,Finance,region_31,Master's & above,f,other,1,33,3.0,7,1,1,58,1
40655,Technology,region_7,Master's & above,f,referred,1,33,4.0,5,0,0,83,0
40656,HR,region_6,Bachelor's,m,sourcing,1,28,5.0,5,0,0,50,0
40657,Procurement,region_2,Bachelor's,m,other,2,47,2.0,18,0,0,72,0
40658,Operations,region_26,Bachelor's,f,other,1,37,4.0,9,0,0,60,0
40659,Operations,region_2,Master's & above,f,sourcing,1,44,3.0,4,1,1,59,1
40660,Analytics,region_22,Master's & above,f,other,1,34,5.0,10,0,0,88,0
40661,HR,region_24,Bachelor's,m,sourcing,1,33,2.0,7,0,0,47,0
40662,Procurement,region_22,Bachelor's,m,sourcing,2,31,2.0,7,0,0,67,0
40663,Finance,region_2,Bachelor's,f,sourcing,1,44,3.0,15,0,0,58,0
40664,Procurement,region_23,Bachelor's,f,other,3,35,3.0,5,0,0,67,0
40665,Operations,region_2,Bachelor's,m,sourcing,1,45,5.0,4,0,0,56,0
40666,Technology,region_13,Bachelor's,f,sourcing,1,35,3.0,8,0,0,78,0
40667,Finance,region_7,Master's & above,m,other,1,31,3.0,9,0,0,57,0
40668,Technology,region_23,Bachelor's,m,other,1,25,2.0,2,0,0,82,0
40669,Analytics,region_20,Bachelor's,m,other,1,30,3.0,2,0,0,84,0
40670,Sales & Marketing,region_12,Bachelor's,m,other,1,27,3.0,2,1,0,41,0
40671,Sales & Marketing,region_7,Bachelor's,m,other,1,21,2.0,2,0,0,51,0
40672,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,49,3.0,21,0,0,48,0
40673,Procurement,region_17,Master's & above,f,sourcing,1,41,1.0,7,0,0,73,0
40674,Sales & Marketing,region_7,Bachelor's,m,other,1,23,4.0,2,1,0,58,1
40675,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,37,5.0,9,1,0,47,0
40676,HR,region_28,Master's & above,m,other,1,35,3.0,9,0,0,48,0
40677,Sales & Marketing,region_2,Bachelor's,m,other,2,25,1.0,1,0,0,51,0
40678,Analytics,region_23,Bachelor's,m,sourcing,1,27,1.0,1,0,0,82,0
40679,Technology,region_26,Bachelor's,m,sourcing,1,25,1.0,1,0,0,82,0
40680,Legal,region_22,Bachelor's,m,sourcing,1,31,2.0,8,1,0,62,0
40681,Technology,region_13,Bachelor's,m,other,2,35,5.0,7,1,0,78,0
40682,Finance,region_2,Bachelor's,f,sourcing,1,53,5.0,7,1,0,60,0
40683,Sales & Marketing,region_30,Bachelor's,m,other,1,40,2.0,3,0,0,48,0
40684,HR,region_15,Bachelor's,m,sourcing,1,31,4.0,7,0,0,47,0
40685,Sales & Marketing,region_11,Master's & above,m,sourcing,1,35,2.0,5,0,0,51,0
40686,Technology,region_31,Bachelor's,m,sourcing,1,34,1.0,9,0,0,84,0
40687,Analytics,region_2,Bachelor's,m,sourcing,3,42,3.0,5,0,0,87,0
40688,Sales & Marketing,region_29,Bachelor's,m,other,5,27,3.0,5,0,0,50,0
40689,Sales & Marketing,region_5,Master's & above,m,sourcing,1,30,3.0,4,0,0,49,0
40690,Sales & Marketing,region_2,Master's & above,m,other,2,41,3.0,7,0,0,52,0
40691,Operations,region_4,Bachelor's,m,other,1,33,3.0,2,0,0,59,0
40692,HR,region_2,Bachelor's,m,other,1,29,5.0,4,0,0,55,0
40693,Procurement,region_16,Bachelor's,f,sourcing,1,32,3.0,10,1,0,66,1
40694,Analytics,region_2,Bachelor's,m,sourcing,2,36,4.0,4,1,0,81,0
40695,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,24,1.0,1,0,0,52,0
40696,Technology,region_7,Bachelor's,m,other,1,29,1.0,1,0,0,85,0
40697,Technology,region_31,Bachelor's,f,sourcing,1,38,3.0,11,0,0,79,0
40698,Sales & Marketing,region_2,Bachelor's,f,sourcing,3,29,1.0,5,0,0,48,0
40699,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,30,1.0,4,0,0,49,0
40700,Sales & Marketing,region_2,Master's & above,f,other,1,20,1.0,1,0,0,48,0
40701,Operations,region_22,Master's & above,m,referred,2,33,5.0,8,1,0,60,0
40702,Operations,region_19,Bachelor's,f,other,1,38,3.0,9,0,0,58,0
40703,Legal,region_34,Bachelor's,m,sourcing,1,27,4.0,5,1,0,62,0
40704,R&D,region_2,Bachelor's,m,other,1,39,5.0,9,1,0,86,0
40705,Technology,region_23,Master's & above,m,sourcing,3,37,3.0,10,1,0,76,1
40706,Operations,region_13,Master's & above,m,sourcing,1,47,3.0,19,0,0,58,0
40707,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,36,3.0,7,0,0,52,0
40708,Technology,region_2,Master's & above,f,other,2,51,2.0,18,0,0,82,1
40709,Operations,region_7,Master's & above,f,other,1,56,4.0,6,0,0,63,0
40710,Technology,region_14,Bachelor's,f,sourcing,1,53,5.0,9,1,0,82,1
40711,Technology,region_24,Bachelor's,m,sourcing,1,45,1.0,6,0,0,81,0
40712,Finance,region_22,Bachelor's,m,other,1,28,5.0,3,0,0,62,0
40713,Sales & Marketing,region_15,Bachelor's,m,other,1,39,5.0,8,0,0,54,0
40714,Technology,region_5,Bachelor's,f,other,1,28,2.0,3,0,0,85,0
40715,Technology,region_7,Bachelor's,f,other,1,40,1.0,10,0,0,79,0
40716,Operations,region_22,Bachelor's,m,other,1,46,4.0,6,1,0,59,0
40717,Technology,region_7,Bachelor's,f,sourcing,1,34,3.0,2,0,0,83,0
40718,Legal,region_2,Bachelor's,f,sourcing,1,39,3.0,5,0,0,58,0
40719,Analytics,region_15,Bachelor's,f,sourcing,1,28,3.0,5,0,0,84,0
40720,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,47,5.0,4,1,0,54,0
40721,Sales & Marketing,region_13,Bachelor's,m,other,1,33,3.0,3,1,0,49,0
40722,Procurement,region_10,Bachelor's,f,other,4,29,1.0,1,0,0,69,0
40723,Operations,region_14,Bachelor's,f,sourcing,1,33,5.0,6,0,0,59,0
40724,HR,region_27,Bachelor's,m,other,1,29,3.0,5,1,0,55,0
40725,Sales & Marketing,region_14,Bachelor's,m,sourcing,2,24,1.0,1,0,0,54,0
40726,Sales & Marketing,region_7,Bachelor's,m,other,1,46,3.0,2,1,0,48,1
40727,Sales & Marketing,region_31,Bachelor's,m,other,1,25,3.0,1,0,0,49,0
40728,Sales & Marketing,region_28,Master's & above,m,sourcing,1,35,2.0,7,0,0,46,0
40729,Procurement,region_31,Bachelor's,f,sourcing,1,26,3.0,2,0,0,69,0
40730,Sales & Marketing,region_31,Bachelor's,f,other,1,32,4.0,3,0,0,43,0
40731,Technology,region_22,Bachelor's,f,other,2,28,1.0,1,0,0,79,0
40732,Procurement,region_12,Bachelor's,m,other,1,30,4.0,5,1,0,70,0
40733,Technology,region_14,Bachelor's,m,sourcing,1,34,2.0,7,0,0,75,0
40734,Operations,region_21,Master's & above,f,other,1,37,3.0,9,0,0,58,0
40735,Sales & Marketing,region_7,Bachelor's,m,other,1,35,5.0,5,1,0,46,0
40736,Operations,region_2,Master's & above,m,other,2,51,3.0,6,1,0,63,1
40737,Sales & Marketing,region_2,Bachelor's,f,other,1,32,2.0,5,0,0,49,0
40738,Technology,region_27,Bachelor's,f,other,1,25,3.0,3,0,0,80,0
40739,Analytics,region_2,Bachelor's,m,other,1,34,4.0,6,1,0,78,0
40740,Finance,region_2,Bachelor's,f,sourcing,1,35,5.0,4,0,0,60,0
40741,Sales & Marketing,region_31,Bachelor's,m,other,2,24,1.0,1,0,0,47,0
40742,Procurement,region_2,Master's & above,m,sourcing,1,60,1.0,17,0,0,68,0
40743,Legal,region_2,Master's & above,m,sourcing,1,59,1.0,15,0,0,57,0
40744,Operations,region_15,Bachelor's,m,sourcing,1,39,3.0,9,0,0,56,0
40745,Analytics,region_29,Master's & above,m,sourcing,1,35,3.0,8,0,0,83,0
40746,Procurement,region_22,Bachelor's,m,sourcing,1,46,5.0,3,1,0,68,0
40747,Technology,region_27,Master's & above,m,other,1,49,5.0,11,1,0,79,0
40748,Operations,region_27,Master's & above,f,other,1,50,4.0,18,1,0,55,0
40749,Sales & Marketing,region_31,Bachelor's,f,other,1,27,1.0,2,0,0,50,0
40750,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,1.0,2,0,0,45,0
40751,R&D,region_22,Bachelor's,m,other,1,31,4.0,5,0,0,84,0
40752,Procurement,region_2,Bachelor's,m,other,6,50,4.0,16,0,0,67,0
40753,R&D,region_7,Master's & above,m,other,1,30,4.0,2,1,0,83,0
40754,Operations,region_27,Bachelor's,f,sourcing,1,37,5.0,8,0,0,79,1
40755,Procurement,region_2,Bachelor's,m,sourcing,1,23,5.0,2,1,0,67,0
40756,Operations,region_2,Bachelor's,m,sourcing,1,51,5.0,22,0,0,62,0
40757,Sales & Marketing,region_4,Master's & above,f,other,1,35,3.0,9,0,0,52,0
40758,Operations,region_19,Master's & above,m,other,2,34,3.0,7,0,0,61,0
40759,Analytics,region_28,Bachelor's,m,sourcing,1,31,5.0,6,1,0,86,1
40760,Sales & Marketing,region_1,Master's & above,m,other,1,39,4.0,4,1,0,45,1
40761,Procurement,region_15,Bachelor's,m,other,1,38,5.0,2,1,1,75,0
40762,Legal,region_2,Bachelor's,f,other,1,30,2.0,2,0,0,65,0
40763,Sales & Marketing,region_25,Master's & above,m,other,1,41,3.0,5,0,0,49,0
40764,Sales & Marketing,region_3,Master's & above,m,other,1,42,2.0,11,0,0,45,0
40765,Sales & Marketing,region_14,Bachelor's,m,other,1,29,2.0,3,0,0,48,0
40766,Analytics,region_22,Bachelor's,m,other,2,33,5.0,4,0,0,86,0
40767,Operations,region_2,Bachelor's,f,other,1,41,2.0,7,1,0,62,0
40768,Operations,region_2,Bachelor's,f,other,1,52,3.0,18,0,0,60,0
40769,Operations,region_7,Bachelor's,m,sourcing,1,43,3.0,5,0,0,60,0
40770,Analytics,region_19,Bachelor's,m,other,1,40,3.0,5,0,0,86,0
40771,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,36,4.0,9,0,0,54,0
40772,Finance,region_2,Bachelor's,m,sourcing,1,47,5.0,14,1,0,59,0
40773,Technology,region_16,Bachelor's,m,sourcing,1,28,4.0,2,0,0,75,0
40774,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,24,4.0,2,0,0,63,1
40775,Sales & Marketing,region_22,Bachelor's,m,other,3,37,1.0,11,0,0,48,0
40776,Procurement,region_2,Bachelor's,m,sourcing,2,40,3.0,3,0,0,73,0
40777,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,3.0,2,0,0,50,0
40778,Sales & Marketing,region_6,Master's & above,m,other,1,36,3.0,4,0,0,47,0
40779,Operations,region_2,Master's & above,m,other,1,34,2.0,5,1,0,55,0
40780,Analytics,region_22,Bachelor's,m,sourcing,1,29,3.0,5,1,0,84,0
40781,Sales & Marketing,region_18,Bachelor's,m,other,1,34,4.0,3,0,0,52,0
40782,HR,region_2,Bachelor's,f,other,1,56,3.0,5,0,0,46,0
40783,Sales & Marketing,region_26,Bachelor's,m,other,1,26,3.0,3,1,1,47,0
40784,Technology,region_2,Master's & above,f,referred,1,33,5.0,7,1,0,80,0
40785,Procurement,region_7,Bachelor's,m,sourcing,1,31,1.0,1,0,0,68,0
40786,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,27,3.0,3,0,0,50,0
40787,Operations,region_2,Bachelor's,f,other,1,51,4.0,24,0,0,63,0
